Label,Source,Sentence,
What are we doing to reach our emission targets?,2021 - Hurtigruten Group - ESG,"Hurtigruten Svalbard continues its path towards lower emissions with electric snowmobiles, increased use of solar panels, and battery powered catamarans custom built for polar water exploration.",
What are we doing to reach our emission targets?,2021 - Hurtigruten Group - ESG,"Our collaboration with the Norwegian start-up Brim Explorer debuted in the spring of 2021, offering our guests the first sightseeing vessel in the world able to operate for a full day on electrical power.",
What are we doing to reach our emission targets?,2021 - Hurtigruten Group - ESG,"In 2021, the quest for silent and emission- free tourism continued as we announced a partnership with Volvo Penta to power Hurtigruten Svalbard's new hybrid sightseeing vessel.",
What are we doing to reach our emission targets?,2021 - Hurtigruten Group - ESG,"The near-silent vessel has the potential to transform the sustainable tourism industry, allowing our guests to experience the wonders of Svalbard without disturbing the nature and habitat around them.",
What are we doing to reach our emission targets?,2021 - Hurtigruten Group - ESG,Another 2021 announcement came in the form of our collaboration with Norwegian transportation company Tide to operate Norway's first electric tour bus.,
What are we doing to reach our emission targets?,2021 - Hurtigruten Group - ESG,This permits guests to travel on excursions with Hurtigruten Norway in a completely emission-free manner.,
What are we doing to reach our emission targets?,2021 - Hurtigruten Group - ESG,"The bus will be used on various excursions from Ålesund, and we have plans to introduce more electric tour buses in 2022.",
What are we doing to reach our emission targets?,2021 - Hurtigruten Group - ESG,"Every year, the Hurtigruten Norway fleet transports over 60,000 tonnes of goods – including everything from food to medicine – a distance of 600,000 nautical miles (around 1.1 million kilometres).",
What are we doing to reach our emission targets?,2021 - Hurtigruten Group - ESG,It's a feat that would otherwise require thousands of journeys by truck if these goods were to travel by road.,
What are we doing to reach our emission targets?,2021 - Hurtigruten Group - ESG,Fewer trucks on the roads means significantly less gas guzzled and many fewer emissions released.,
What are we doing to reach our emission targets?,2021 - Hurtigruten Group - ESG,We are working closely with industry partners to drive change and move boundaries and are engaged in new build programmes that we will be excited to share more about when the timing is right.,
What are we doing to reach our emission targets?,2021 - Hurtigruten Group - ESG,"We are also in active discussions with stakeholders about pilot programmes to develop and test the next generation of green propulsion technology, enabling us to continue to have the greenest fleet of vessels in the industry.",
Mass Transit,2021-Roger-ESG,"According to the International Energy Agency (IEA), transportation accounts for approximately 24% of the world's total direct greenhouse gas emissions from fuel combustion.",
Mass Transit,2021-Roger-ESG,"In 2019, road vehicles, such as cars, trucks and buses, accounted for 74% of the transportation sector's total greenhouse gas emissions.",
Mass Transit,2021-Roger-ESG,"Therefore, safe and reliable mass transit presents significant opportunities for the transportation sector to expand the low-carbon economy.",
Mass Transit,2021-Roger-ESG,"As global demand for clean transportation continues to grow, Rogers will continue to develop materials solutions to meet this opportunity.",
Mass Transit,2021-Roger-ESG,"Rogers' PES solutions provide unique advantages for the transportation sector, especially in terms of mass transit.",
Mass Transit,2021-Roger-ESG,"Our ROLINX® busbars serve as power distribution highways for propulsion systems for rail, shipping and heavy equipment that require high power capabilities.",
Mass Transit,2021-Roger-ESG,"In addition, power electronics used in mass transit auxiliary inverters and battery chargers must keep energy losses to a minimum.",
Mass Transit,2021-Roger-ESG,Our solutions keep these systems running with greater reliability and efficiency.,
Mass Transit,2021-Roger-ESG,Sustainability is standard business practice for Rogers.,
Mass Transit,2021-Roger-ESG,"We innovate and design our materials for high-performance, durability and reliability to enable our customers' most demanding applications and support customer requirements leading toward enhanced sustainability solutions for the future.",
Mass Transit,2021-Roger-ESG,Our products are designed to meet rigorous international safety standards and are therefore often used where safe performance is essential.,
Mass Transit,2021-Roger-ESG,"For example, Rogers' BISCO® materials are widely used in seating solutions for mass transportation applications because of their durability and technical design, but especially because of their compliance with the most stringent UL flame ratings.",
Mass Transit,2021-Roger-ESG,"In these applications, our materials are more fire resistant and emit less harmful emissions when exposed to extreme conditions.",
Mass Transit,2021-Roger-ESG,"Similarly, Rogers' products have a reputation for reliability and durability, key characteristics for our customers' most challenging applications.",
Mass Transit,2021-Roger-ESG,"Our high-frequency specialty laminates, for example, enable radars and antennas on spacecraft launch vehicles, probes, landers and rovers for long-range communications.",
Mass Transit,2021-Roger-ESG,"As a result, the Voyager spacecraft, launched in 1977 to study Jupiter and Saturn, has now traveled outside the solar system and still continues to transmit information billions of miles back to Earth.",
Mass Transit,2021-Roger-ESG,"This standard of reliability and durability in Rogers' advanced materials translates into longer performance, less maintenance and reduced waste for our customers' products in everyday applications.",
Mass Transit,2021-Roger-ESG,"As these examples demonstrate, our product innovation and design supports our customers' solutions for hard to solve, real world problems.",
Mass Transit,2021-Roger-ESG,But we also direct our innovation and design toward specific industries where our advanced material platforms can enable solutions for a more sustainable future.,
Mass Transit,2021-Roger-ESG,"We have, for example, identified Advanced Mobility as a strategic market opportunity that can benefit from our capabilities and now design and manufacture our curamik materials as an essential component for power electronics in EV/HEV applications and have innovated PORON® material solutions that extend life and improve battery performance in these applications.",
Mass Transit,2021-Roger-ESG,"In each case, Rogers' engineering and design teams, working closely with our customer counterparts, developed solutions that are expanding EV/HEV availability and adoption globally as a more sustainable transportation solution.",
Mass Transit,2021-Roger-ESG,"At Rogers, we are a leader in the industry for developing material technology platforms that are designed with sustainability at the core.",
Greenhouse Gas Emissions,2021-Roger-ESG,"In 2020, we were pleased to complete our first greenhouse gas (GHG) emissions inventory following the GHG Protocol Corporate Standard, which provides standards and guidance for organizations preparing a GHG emissions inventory.",
Greenhouse Gas Emissions,2021-Roger-ESG,"A GHG emissions inventory is the foundation for developing, implementing and monitoring climate change mitigation and reduction initiatives.",
Greenhouse Gas Emissions,2021-Roger-ESG,Participation in an annual GHG emissions inventory demonstrates an important step forward with regards to ESG and business transparency efforts.,
Greenhouse Gas Emissions,2021-Roger-ESG,More information on Rogers' ESG commitments and targets will be shared in future reports.,
Greenhouse Gas Emissions,2021-Roger-ESG,"By collecting 2019 and 2020 GHG emissions, Rogers has developed an initial baseline to track future GHG emissions progress and potential future expansion of the collection and analysis of the emission sources included in our carbon footprint.",
Greenhouse Gas Emissions,2021-Roger-ESG,"Through this analysis, we have outlined relevant sources for direct (Scope 1: natural gas, propane, diesel oil) and indirect (Scope 2: electricity) emissions.",
Greenhouse Gas Emissions,2021-Roger-ESG,"In the future, we hope to expand these efforts by including additional sources and Scope 3 value chain emissions.",
Greenhouse Gas Emissions,2021-Roger-ESG,Our manufacturing facilities are subject to local air emissions permitting and reporting requirements and our comprehensive management systems ensure our continued compliance with permit conditions and regulations.,
Greenhouse Gas Emissions,2021-Roger-ESG,"To contextualize our emissions data, we use reporting metrics that account for these factors and monitor relative GHG emissions intensity by normalizing our global footprint according to net revenue.",
Greenhouse Gas Emissions,2021-Roger-ESG,Emissions data for our GHG key performance indicators (KPIs) have been calculated using location-based Scope 2 GHG emissions1 .,
Greenhouse Gas Emissions,2021-Roger-ESG,"Our 2020 GHG KPI is 84.70 tCO2 e per $ million USD revenue, based on $802.6 million USD 2020 revenue.",
Sustainable Manufacturing and Chemistry Initiatives,2021-Intel-CSR,Two of our 2030 RISE technology industry initiatives focus on collaborations within our ecosystem to accelerate progress on reducing climate impact in semiconductor manufacturing and advancing sustainable chemistry principles through the application of a chemical footprint methodology.,
Sustainable Manufacturing and Chemistry Initiatives,2021-Intel-CSR,Intel is committed to contributing to the global effort toward science-based approaches to GHG emissions reductions in line with efforts to limit global warming to 1.5°C.,
Sustainable Manufacturing and Chemistry Initiatives,2021-Intel-CSR,"However, we face challenges in gaining formal approval for an emissions-reduction target under the existing methodology of the Science-Based Targets Initiative (SBTi) due to a number of factors:",
Sustainable Manufacturing and Chemistry Initiatives,2021-Intel-CSR,"First, the absolute contraction approach for setting science-based targets does not take into account early action to reduce absolute emissions.",
Sustainable Manufacturing and Chemistry Initiatives,2021-Intel-CSR,"The convergence approach within SBTi's sectoral decarbonization approach (SDA) enables consideration of early action, but there is currently no SDA for the semiconductor industry.",
Sustainable Manufacturing and Chemistry Initiatives,2021-Intel-CSR,"Second, demand for semiconductors is increasing, due in part to the role that technology plays in driving climate solutions.",
Sustainable Manufacturing and Chemistry Initiatives,2021-Intel-CSR,Current frameworks do not include consideration of the application of technology to reduce climate impact in global manufacturing.,
Sustainable Manufacturing and Chemistry Initiatives,2021-Intel-CSR,"In addition, emissions pathways for non-CO2 gases may differ from those for CO2 due to differences in factors such as mitigation potential.",
Sustainable Manufacturing and Chemistry Initiatives,2021-Intel-CSR,Process emissions for the semiconductor manufacturing industry include nonCO2 gases such as perfluorocarbons (PFCs) and nitrous oxide.,
Sustainable Manufacturing and Chemistry Initiatives,2021-Intel-CSR,Consideration of sector-specific differences in emissions pathways for CO2 and non-CO2 GHG emissions is a potential area of importance for future research and for expanding opportunities for sectorspecific approaches to targets.,
Sustainable Manufacturing and Chemistry Initiatives,2021-Intel-CSR,"In 2021, we continued to work with industry stakeholders to assess the potential for the development of a sectorspecific approach to setting science-based GHG emissions-reduction targets for the semiconductor manufacturing industry.",
Sustainable Manufacturing and Chemistry Initiatives,2021-Intel-CSR,The goal is to expand the number of companies in our sector setting sciencebased targets.,
Sustainable Manufacturing and Chemistry Initiatives,2021-Intel-CSR,Sustainable chemistry is a scientific concept that seeks to improve the efficiency with which natural resources are used to meet human needs for chemical products and services.,
Sustainable Manufacturing and Chemistry Initiatives,2021-Intel-CSR,"Sustainable chemistry encompasses the design, manufacture, and use of efficient, effective, safe, and more environmentally benign chemical products and processes.",
Sustainable Manufacturing and Chemistry Initiatives,2021-Intel-CSR,"Sustainable chemistry is also a process that stimulates innovation across all sectors to design and discover new chemicals, production processes, and product stewardship practices that will provide increased performance and value while meeting the goals of protecting and enhancing human health and the environment.1",
Sustainable Manufacturing and Chemistry Initiatives,2021-Intel-CSR,"Our 2030 sustainable chemistry initiative is based upon the development and implementation of a chemical footprint methodology to enable quantification of a baselines against which further progress can be measured, as well as to identify those chemical uses and processes for which significant improvements can be made.",
Sustainable Manufacturing and Chemistry Initiatives,2021-Intel-CSR,"We intend to apply the chemical footprint methodology not only to Intel’s direct manufacturing operations, but also to integrate the methodology within the semiconductor manufacturing supply chain both upstream and downstream of our manufacturing operations.",
Sustainable Manufacturing and Chemistry Initiatives,2021-Intel-CSR,"In 2021, Intel’s Sustainable Chemistry Team continued efforts to refine the chemical footprint methodology for use in evaluation of the chemical supply chain, as well as to integrate the methodology into the chemical supply chain to enable better assessment of full lifecycle impact.",
Sustainable Manufacturing and Chemistry Initiatives,2021-Intel-CSR,"In addition, we continued to provide webinars to further the promotion of the chemical footprint methodology as a technology industry initiative.",
Sustainable Manufacturing and Chemistry Initiatives,2021-Intel-CSR,"Sustainable chemistry baselines were completed for the current manufacturing technologies, as well as for the year 2020.",
Sustainable Manufacturing and Chemistry Initiatives,2021-Intel-CSR,"We also completed an initial analysis of current chemical uses, and those identified as the highest impact chemistries have been included within a set of priority projects to further scope and disposition.",
Sustainable Manufacturing and Chemistry Initiatives,2021-Intel-CSR,"In 2022, we plan to complete a proof of concept to enable visualization of the top impact chemical uses by mass and chemical footprint values, and to identify potential projects that will result in meaningful reductions in chemical footprint values.",
Sustainable Manufacturing and Chemistry Initiatives,2021-Intel-CSR,"In addition, we will continue to actively participate in external chemical management initiatives geared toward the improvement of chemical management practices within our supply chain.",
Achieving Carbon Neutral Computing,2021-Intel-CSR,"As we continue to take actions to reduce Intel’s own global manufacturing and supply chain climate footprint and to advance product energy efficiency, we have also taken on the global challenge to partner with the technology industry and other stakeholders to achieve carbon neutral computing by 2030.",
Achieving Carbon Neutral Computing,2021-Intel-CSR,"In addition, Intel announced plans in 2022 to achieve net-zero greenhouse gas emissions in its global operations by 2040.",
Achieving Carbon Neutral Computing,2021-Intel-CSR,"Conceptually, carbon neutral computing is achieved when the positive benefits of the ICT sector “handprint”—the ways in which technology is applied to reduce climate impact across the economy—equals or exceeds the climate and energy “footprint” of product-related emissions and carbon embedded in technology systems.",
Achieving Carbon Neutral Computing,2021-Intel-CSR,"Our global challenge framework includes partnering with others to accelerate the sustainability of PCs, improve the energy efficiency of data centers, and accelerate handprint projects to reduce emissions across high-impact industries such as utilities, oil and gas, and manufacturing.",
Achieving Carbon Neutral Computing,2021-Intel-CSR,"Partnering with PC manufacturers, we are assessing the carbon footprint of PCs across their life cycles to identify carbon reduction opportunities.",
Achieving Carbon Neutral Computing,2021-Intel-CSR,"To illustrate, Intel published the ATX12VO power supply specification, which provides higher platform power efficiency in a smaller footprint.",
Achieving Carbon Neutral Computing,2021-Intel-CSR,"Together with Modern Standby, the latest ATX12VO desktop systems will have over 40% reduction in typical energy consumption relative to an average system.1",
Achieving Carbon Neutral Computing,2021-Intel-CSR,"In March 2022, Intel partner MSI announced the first ATX12VO system.",
Achieving Carbon Neutral Computing,2021-Intel-CSR,"In addition, Intel’s Project Athena Desktops take advantage of both Modern Standby and the ATX12VO power supply unit to ensure smaller, more efficient form factors designed to help OEMs meet Energy Star and EPEAT environmental responsibility standards.",
Achieving Carbon Neutral Computing,2021-Intel-CSR,"Based on power and performance optimization done in partnership with OEMs, Intel 11th Generation Intel® Core™ mobile processor (Tiger Lake)-based systems achieve 16 hours of battery life on Windows2—double the eight hours of battery life in 2015.",
Achieving Carbon Neutral Computing,2021-Intel-CSR,"In addition to enhanced battery life, Intel has set a new goal to lower emissions related to reference platform designs for client form factors by 30% or more by 2030.",
Achieving Carbon Neutral Computing,2021-Intel-CSR,"These efforts are taking shape with Dell’s Concept Luna prototype device, developed in partnership with Intel to showcase future possibilities for sustainable PC design.",
Achieving Carbon Neutral Computing,2021-Intel-CSR,"In our efforts to reduce carbon footprint at a platform level, we are also implementing technologies across the product life cycle (manufacturing, use, and asset retirement).",
Achieving Carbon Neutral Computing,2021-Intel-CSR,"Specifically, we focus on reducing component count and the area of the main board, and increasing system and display energy efficiency.",
Achieving Carbon Neutral Computing,2021-Intel-CSR,"We are also advancing the use of bio-based printed circuit boards to aid in the separation of materials and components when recycling, and to reduce overall electronic waste.",
Achieving Carbon Neutral Computing,2021-Intel-CSR,"For enterprises, the Intel vPro® Platform enables sustainable management throughout the entire device life cycle, enabling IT organizations to reduce emissions.",
Achieving Carbon Neutral Computing,2021-Intel-CSR,"We have worked with our worldwide ecosystem to reduce data center carbon impact in two areas: 1) Lowering energy consumption during the compute “use phase,” which accounts for the primary source of data center carbon emissions; and 2) Reducing the embodied carbon in the equipment itself in the “create phase,” which represents roughly 10%-20% of emissions.",
Achieving Carbon Neutral Computing,2021-Intel-CSR,Use phase. The primary source of emissions in the use phase is from electricity used to power the data center and network.,
Achieving Carbon Neutral Computing,2021-Intel-CSR,"One of the ways we are reducing electricity use is through AI-based telemetry, which intelligently monitors and controls electricity in the data center and throughout the network.",
Achieving Carbon Neutral Computing,2021-Intel-CSR,"Intel® Xeon® Scalable processors incorporate registers for monitoring cache, CPU frequencies, memory bandwidth, and input/ output (I/O) access.",
Achieving Carbon Neutral Computing,2021-Intel-CSR,"These telemetry capabilities show the potential for significant energy savings at scale; within its data center that houses 5G communication facilities, Japan Telecommunications operator KDDI reduced overall electricity consumption by 20% in a trial using 3rd Generation Intel Xeon Scalable processors and Intel’s comprehensive power management and AI capabilities.",
Achieving Carbon Neutral Computing,2021-Intel-CSR,"Create phase. Intel is focusing on efforts to reduce the carbon footprint at a platform level by enabling modular component design where CPU, I/O, and accelerator modules can be repaired or upgraded independently to extend the useful life of the platform.",
Achieving Carbon Neutral Computing,2021-Intel-CSR,"Working alongside key data center partners, we are contributing to the Open Compute Project (OCP) to advance modular designs, establish carbon footprint metrics, and set reduction goals.",
Achieving Carbon Neutral Computing,2021-Intel-CSR,"The most recent advancements are specified in the Blue Glacier project, which published a Revision 1 specification for modular design through OCP.",
Achieving Carbon Neutral Computing,2021-Intel-CSR,Optimizing software for sustainability.,
Achieving Carbon Neutral Computing,2021-Intel-CSR,"We work with the world’s largest cloud and communications service providers, independent software vendors, and open source software communities to optimize hundreds of data center and network applications to address software inefficiencies.",
Achieving Carbon Neutral Computing,2021-Intel-CSR,"Software efficiency continues to lag hardware capabilities, resulting in wasted electricity and higher carbon footprint through over-provisioning of equipment.",
Achieving Carbon Neutral Computing,2021-Intel-CSR,"Intel introduced oneAPI to better exploit the latest hardware’s cutting-edge features to unleash application performance across CPUs, GPUs, FPGAs, and other accelerators.",
Achieving Carbon Neutral Computing,2021-Intel-CSR,Emerging Innovation. Other ways Intel is working to increase data center and network efficiency include:,
Achieving Carbon Neutral Computing,2021-Intel-CSR,Advanced liquid cooling technologies that reduce the data center air conditioning burden while enabling reuse of exhaust heat are in various stages of proof-ofconcept and production deployment. T,
Achieving Carbon Neutral Computing,2021-Intel-CSR,This technology can reduce cooling electricity expenses by 90% and the carbon footprint by 40%. Read more about Intel’s pilot with Submer,
Achieving Carbon Neutral Computing,2021-Intel-CSR,The latest Intel® Xeon® processor roadmap features products using both efficiency cores and performance cores.,
Achieving Carbon Neutral Computing,2021-Intel-CSR,Efficiency cores—used in the upcoming Intel Xeon processor code-named “Sierra Forrest”—enable lower power consumption across workloads that are optimized for best power efficiency.,
Achieving Carbon Neutral Computing,2021-Intel-CSR,"Performance cores—used in the future product code-named “Sapphire Rapids”—have built-in accelerators to drive artificial intelligence, data streaming, crypto, and a range of other workloads at a lower energy cost.",
Achieving Carbon Neutral Computing,2021-Intel-CSR,"Collaborations with industry partners to proliferate sustainable compute at the 5G edge by enabling local, renewable energy sources to power data centers placed closer to where data originates are ramping at worldwide scale.",
Achieving Carbon Neutral Computing,2021-Intel-CSR,"To build a supportive policy environment for private sector leadership on climate change, we participate in a range of organizations, policy forums, and coalitions.",
Achieving Carbon Neutral Computing,2021-Intel-CSR,We are working with other companies and policymakers to enable technology-based solutions that provide greater carbon benefit than the carbon embedded in those solutions.,
Achieving Carbon Neutral Computing,2021-Intel-CSR,"For example, Intel has developed a solution that can be integrated into existing energy grid infrastructure to create a smarter grid that can adapt to changing energy consumption needs and sources.",
Achieving Carbon Neutral Computing,2021-Intel-CSR,We aim to accelerate the deployment of such projects within Intel’s operations and also in external projects in collaboration with our customers.,
Achieving Carbon Neutral Computing,2021-Intel-CSR,"In addition, we are working with the Center for Climate Change and Energy Solutions and Gridwise Alliance, which advocate for innovation and investments in climate solutions, including expanding ICT’s role in driving change and grid modernization appropriations as part of future infrastructure investments.",
Achieving Carbon Neutral Computing,2021-Intel-CSR,"We also worked within our Digital Climate Alliance, a coalition of technology companies, to successfully support policies in the “Infrastructure Investment and Jobs Act” passed by the US Congress late in 2021.",
Achieving Carbon Neutral Computing,2021-Intel-CSR,"Finally, we worked with the American Council for an Energy-Efficient Economy to evaluate methodologies for quantifying the climate benefits of Intel’s handprint technologies.",
Achieving Carbon Neutral Computing,2021-Intel-CSR,"For more detail, see “Governance, Ethics and Public Policy” in the Our Business section of this report.",
Climate and Carbon,2020-Sherwin-Williams-Sustainability,"Climate change is a global challenge that can have a material impact on any business – from sourcing materials and manufacturing products, to managing energy in facilities and utilizing resources across the value chain.",
Climate and Carbon,2020-Sherwin-Williams-Sustainability,"Sherwin-Williams has voluntarily participated in the Carbon Disclosure Project’s (CDP) Climate Change reporting since 2006 (2005 reporting year), which includes details about our greenhouse gas (GHG)-related risks and opportunities, corporate governance and climate change communications.",
Climate and Carbon,2020-Sherwin-Williams-Sustainability,"From 2009 to 2020, our climate strategy focused on reducing our GHG emissions intensity – the rate of GHG per 100 pounds of product produced – with a 2020 goal to reduce our GHG emissions intensity to 19 pounds of CO2 e per 100 pounds of total production, compared with a 2017 baseline of 20.2 pounds of CO2 e per 100 pounds of production.",
Climate and Carbon,2020-Sherwin-Williams-Sustainability,"We included emissions from our operations (Scope 1) and from the generation of purchased energy (Scope 2), and, in 2019, we added emissions data related to our upstream and downstream value chain (Scope 3).",
Climate and Carbon,2020-Sherwin-Williams-Sustainability,"In 2020, we aligned our climate strategy to reflect a science-based target approach, influenced by global efforts to limit global warming to well-below 2.0 degrees Celsius.",
Climate and Carbon,2020-Sherwin-Williams-Sustainability,"We have adopted a new approach to better reflect and align with certain global efforts, including setting new GHG emissions reduction targets.",
Climate and Carbon,2020-Sherwin-Williams-Sustainability,"Our goal is to reduce our absolute Scope 1 and Scope 2 emissions by 30% by 2030, compared with a 2019 baseline.",
Climate and Carbon,2020-Sherwin-Williams-Sustainability,"In our view, the benefit of setting an absolute goal, rather than an intensity goal, is that it aligns best with what the planet needs – an absolute reduction of GHG emissions.",
Climate and Carbon,2020-Sherwin-Williams-Sustainability,"Starting in 2021, we plan to further evaluate our climate-related risks and opportunities and report our findings in our first disclosures using the Task Force on Climate-related Financial Disclosures (TCFD) framework",
Climate and Carbon,2020-Sherwin-Williams-Sustainability,Sherwin-Williams has established a goal to increase renewable energy to 50% of total electricity usage by 2030.,
Climate and Carbon,2020-Sherwin-Williams-Sustainability,"To help us achieve this goal and our other 2030 carbon and climate goals, we will be exploring a variety of renewable energy mechanisms and tools.",
Climate and Carbon,2020-Sherwin-Williams-Sustainability,"Our options may include, but will not be limited to, onsite renewable energy generation at some Company locations, power purchase agreements (PPAs) and renewable energy credits (RECs).",
Climate and Carbon,2020-Sherwin-Williams-Sustainability,The charts below present total carbon emissions and total carbon emissions performance (intensity) for our global footprint.,
Climate and Carbon,2020-Sherwin-Williams-Sustainability,We are presenting both sets of data for consistency and comparison reasons.,
Climate and Carbon,2020-Sherwin-Williams-Sustainability,"Using 2017 (the year we acquired Valspar) as a baseline, we set a goal of a 2% reduction in our carbon intensity each year.",
Climate and Carbon,2020-Sherwin-Williams-Sustainability,"We outperformed the goal in 2018, 2019 and 2020.",
Climate and Carbon,2020-Sherwin-Williams-Sustainability,"After learning more about the sources of our emissions and ways to reduce them, we are introducing our total emissions goal for 2030.",
Climate and Carbon,2020-Sherwin-Williams-Sustainability,"For more information on our environmental data, see the Sherwin-Williams Investor ESG Summary in the appendix of this report and available on our website at sustainability.sherwin-williams.com.",
Climate Change,2021-TD Bank Group-ESG,Climate change is a top risk for TD.,
Climate Change,2021-TD Bank Group-ESG,"With continued severe weather events and risks related to the move toward a low-carbon economy, ensuring a sustainable future has never been more important.",
Climate Change,2021-TD Bank Group-ESG,"The 2021 report from the United Nations Intergovernmental Panel on Climate Change (IPCC), dubbed a “code red for humanity”, throws into sharp perspective the need for urgent, collective, inclusive and global action on climate change and the move toward a low-carbon future.",
Climate Change,2021-TD Bank Group-ESG,"Through our Climate Action Plan, we are working to embed climate considerations across our business lines and create effective business solutions.",
Climate Change,2021-TD Bank Group-ESG,"More than a decade ago, TD was one of the first major North American banks to identify climate change as an environmental issue with economic impacts.",
Climate Change,2021-TD Bank Group-ESG,"We have moved from being the first North American bank to be carbon-neutral43 in 2010 to being the first major Canadian bank to set a target to achieve net-zero44 GHG emissions associated with our operations and financing activities by 2050, which is aligned with the associated principles of the Paris Agreement.",
Climate Change,2021-TD Bank Group-ESG,"In 2017, we were the first Canadian bank to announce $100 billion target by 2030 to support the transition to a low-carbon economy and in 2018, we issued our first Task Force on Climate-related Financial Disclosures (TCFD) report.",
Climate Change,2021-TD Bank Group-ESG,"Our dedicated TD Environment team and Sustainability and Corporate Citizenship team are responsible for executing on the Bank’s climate strategy and work closely with the Environmental and Social (E&S) Risk Management team that manages E&S risks, including climate-related risk.",
Climate Change,2021-TD Bank Group-ESG,We continue to build on TD’s long history of environmental leadership and remain driven by the belief that we have a responsibility to work with our customers and the communities we serve to help propel sustainable growth.,
Climate Change,2021-TD Bank Group-ESG,"The global transition to a low-carbon economy and achieving net-zero emissions is not straightforward and governments, , supporting workers, businesses and communities impacted by the transition to a low-carbon economy so its benefits of the transition are shared widely.",
Climate Change,2021-TD Bank Group-ESG,"supporting workers, businesses and communities impacted by the transition to a low-carbon economy so its benefits of the transition are shared widely.",
Climate Change,2021-TD Bank Group-ESG,"organizations and companies like TD need to think critically about how to facilitate a just and orderly transition, that is",
Climate Change,2021-TD Bank Group-ESG,"In 2020, we announced our ambitious Climate Action Plan, which reflects our commitment to supporting a just and orderly transition to the low-carbon economy and includes our target to achieving net-zero GHG emissions from our operations and financing activities by 2050.",
Climate Change,2021-TD Bank Group-ESG,"In 2021, we focused on answering the critical question of, “How does TD get there?”",
Climate Change,2021-TD Bank Group-ESG,"In 2021, we focused on developing our approach to realize our Climate Action Plan.",
Climate Change,2021-TD Bank Group-ESG,We developed a fivestage Climate Action Plan Roadmap guiding us toward our net-zero goal and we’re working collaboratively across the Bank and with external partners to forge a thoughtful path to net-zero.,
Climate Change,2021-TD Bank Group-ESG,The first stage of the Roadmap was to establish our baseline to understand the GHG emissions associated with our operations and financing activities.,
Climate Change,2021-TD Bank Group-ESG,"We then turned our focus to setting interim targets, and researching external pathways (that is, researching and working with other organizations to understand how they are thinking about, planning and designing pathways to reach associated global climate goals) that will help support our internal pathways to achieving our targets and reporting on our progress.",
Climate Change,2021-TD Bank Group-ESG,Detailed information about our performance according to this Roadmap can be found in the TD’s Climate Action Plan Report.,
Climate Risk and Opportunity,ACER-Energy and Climate Change,"According to the World Meteorological Organization (WMO) report “The State of the Global Climate 2020,” released in December 2020, the year 2020 was the second hottest year since records began in 1850.",
Climate Risk and Opportunity,ACER-Energy and Climate Change,"The average temperature over the past ten years also marks it as the hottest period on record, and the trend of climate change has not abated with the pandemic.",
Climate Risk and Opportunity,ACER-Energy and Climate Change,"The Global Risk Report released by the World Economic Forum in January 2021 showed that the top five risks in terms of likelihood are all tied to the environment and climate change, with four such risks also ranking highly in terms of impact.",
Climate Risk and Opportunity,ACER-Energy and Climate Change,"Such results show clearly that the impacts of climate change on business, both internally and externally, cannot be overlooked.",
Climate Risk and Opportunity,ACER-Energy and Climate Change,"In the “Emissions Gap Report 2020 released by the United Nations Environment Programme (UNEP) in December 2020, it was also pointed out that the COVID-19 pandemic has caused a short-term decline in global CO2 emissions, but overall, they are still on track for a temperature rise of more than three °C by the end of the century, which exceeds the Paris Agreement’s goal of limiting global temperature increases to 2°C and working towards 1.5°C.",
Climate Risk and Opportunity,ACER-Energy and Climate Change,"Although the 26th session of the United Nations Framework Convention on Climate Change (UNFCCC COP26), originally scheduled for November 2020, has been postponed to 2021 due to the COVID-19 pandemic, with the extreme climate phenomena reaching around the world and the change of administration in the United States, the issue of climate change has once again gained the attention of major international governments including those of China, Japan, and South Korea, which announced their net-zero carbon emission targets in 2020.",
Climate Risk and Opportunity,ACER-Energy and Climate Change,Acer continues to play an active leadership role by participating in international sustainable business organizations such as World Business Council for Sustainable Development (WBCSD) and Carbon Disclosure Project Supply Chain Program (CDP).,
Climate Risk and Opportunity,ACER-Energy and Climate Change,"We also continue to work with our supply chain partners to incorporate both the positive and negative impacts of climate change into our business development, daily operations management, and risk management.",
Climate Risk and Opportunity,ACER-Energy and Climate Change,"With regard to risk management, through our Working Group on Risk Management—under the auspices of the Sustainability Committee and led by the chairman of the Board—we continue to consider the potential impacts of climate change, forecast their likelihood and potential impact, draft contingencies and mitigation measures, and develop crisis management and early warning mechanisms to mitigate their impact on operations.",
Climate Risk and Opportunity,ACER-Energy and Climate Change,"In 2020, we put in place the TCFD project to quantify financial risk results, specifically assess the impact of climate risks on our operations, and continue to mitigate the potential material impact of these risks.",
Climate Risk and Opportunity,ACER-Energy and Climate Change,"In terms of major climate risks, natural disasters, regulations, consumer and investor preferences for energy efficiency, and product labeling in various countries will have a more significant impact than in the past.",
Climate Risk and Opportunity,ACER-Energy and Climate Change,"Among them, in the short term, in addition to the direct impact of the Electronic Product Environmental Assessment Tool (EPEAT) IEEE 1680.1:2018 standard on the commercial hardware tenders market, major international corporate investors and listed company authorities like BlackRock and the Taiwan Stock Exchange, where Acer is listed, have continued to express concerns about the response to corporate climate risks.",
Climate Risk and Opportunity,ACER-Energy and Climate Change,We expect that this will also bring additional related information disclosure requirements.,
