Label,Source,Sentence,We strive to find products in a responsible manner while working with suppliers to improve their social and environmental practices.
Community Relations,2021-CPB-ESG,"Through the STEM Center, Hawai'i's young women will have the opportunity to experience a wide range of activities and gain valuable life skills they'll carry with them into the future.",
Community Relations,2021-SaskTel-ESG,"As a responsible corporate citizen, SaskTel constantly monitors our environmental footprint.",
Community Relations,2021-SaskTel-ESG,One way we do this is with our Environmental Management System (EMS).,
Community Relations,2021-SaskTel-ESG,"EMS is an important part of our overall management system,"" said Henry Mutafya, Environmental Specialist.",
Community Relations,2021-SaskTel-ESG,"It provides a framework which allows us to identify, monitor and control our potential impact on the environment.",
Community Relations,2021-SaskTel-ESG,SaskTel updates our EMS performance annually to reflect the results from the previous year.,
Community Relations,2021-SaskTel-ESG,You may have seen these results displayed on the Environmental Management System Dashboard poster in SaskTel offices across the province.,
Community Relations,2021-SaskTel-ESG,"These 'dashboards' provide a summary which includes a scorecard of our EMS performance for the past year,"" said Henry.",
Community Relations,2021-SaskTel-ESG,"By placing them in our buildings and on The Source, it's a way of building awareness with our employees so they can have an idea about how we're doing.",
Community Relations,2021-SaskTel-ESG,"The EMS Dashboard tracks SaskTel's objectives and progress on five important and significant environmental aspects: Damage to Habitat, Release of Fuel, Paper Use, Fuel Consumption & Natural Gas Consumption.",
Community Relations,2021-SaskTel-ESG,"Three Significant Environmental Aspects (significant activities interacting with the environment) SaskTel monitored closely this past year were Damage to Habitat, the Release of Fuel and Paper Use.",
Community Relations,2021-SaskTel-ESG,"As a major company in our province, EMS helps to ensure we are constantly improving our environmental performance through more efficient operations.",
Community Relations,2021-SaskTel-ESG,The management objective of Damage to Habitat is to prevent damage to the environment due to ploughing and development done by SaskTel when expanding our network services such as laying fibre cable or developing new cell sites.,
Community Relations,2021-SaskTel-ESG,SaskTel successfully reached our 2020 target of 100% of applicable SaskTel network projects screened for environmental and heritage issues.,
Community Relations,2021-SaskTel-ESG,"For Release of Fuel to prevent leaks of fuel into the environment, 98% of diesel fuel tanks which exist in SaskTel locations to provide back-up generator power across the province for example, were managed and compliant with regulations.",
Community Relations,2021-SaskTel-ESG,That is an increase from 94% in 2016 indicating SaskTel is going in the right direction.,
Community Relations,2021-SaskTel-ESG,"Regarding Paper Use, obviously the less paper used by SaskTel, the less trees that would be required.",
Community Relations,2021-SaskTel-ESG,"In 2020, the equivalent of 238 trees or 2.3 million sheets of paper (a reduction of 34%) were saved.",
Community Relations,2021-SaskTel-ESG,Quite a significant change from a few years earlier (2016) when 6.4 million sheets (the equivalent of 591 trees) were used!,
Community Relations,2021-SaskTel-ESG,"EMS enables SaskTel to minimize environmental liabilities and maximize the efficient use of our resources, all while we are reducing waste,"" said Henry.",
Community Relations,2021-SaskTel-ESG,That's something that's very important for SaskTel and for our commitment to Saskatchewan.,
Community Engagement,2021-PCCW-ESG,"Our Corporate Volunteer Team is composed of our employees, their family members, and company retirees, who have been working together to build a better community for the past 26 years.",
Community Engagement,2021-PCCW-ESG,"In 2021, our Team contributed close to 4,000 hours of service.",
Community Engagement,2021-PCCW-ESG,PCCW organizes the annual Volunteer Award Ceremony to recognize our staff volunteers' valuable contributions.,
Community Engagement,2021-PCCW-ESG,"The 2021 ceremony was held virtually in July, with the presence of guests from the Social Welfare Department and our NGO partners.",
Community Engagement,2021-PCCW-ESG,"Through implementing the Volunteer Appreciation Scheme, we encourage employees to participate in community service by awarding up to two days of volunteer leave each year.",
Community Engagement,2021-PCCW-ESG,"PCCW continued to be awarded the 15 Years Plus Caring Company Logo under Hong Kong Council of Social Service's Caring Company Scheme, in recognition for being a caring company for 19 years.",
Community Engagement,2021-PCCW-ESG,PCCW was recognized in the Social Capital Builder Logo Awards under the Labour and Welfare Bureau's Community Investment and Inclusion Fund,
Community Engagement,2021-PCCW-ESG,Now TV received Best Corporate Social Responsibility Media – Bronze in Sparks Awards 2021 organized by Marketing Interactive,
Community Engagement,2021-PCCW-ESG,"PCCW provides a large variety of community services to different beneficiaries, including the elderly, students and youth, children, the jobless and homeless, and people with disabilities, among others, through our community partners, including the Government, NGOs, academic institutions, and other organizations.",
Community Engagement,2021-PCCW-ESG,"In 2021, the Corporate Volunteer Team held 21 programs in partnership with charitable organizations and social service groups.",
Community Engagement,2021-PCCW-ESG,csl has provided 100 phones and two-year mobile plan sponsorships to the elderly serviced by the Neighbourhood Advice-Action Council and Mighty Oaks Foundation.,
Community Engagement,2021-PCCW-ESG,Our volunteers trained a group of secondary school students to provide smartphone operation tips for the elderly.,
Community Engagement,2021-PCCW-ESG,"HKT's elderly hotline continued to provide timely technical support to citizens aged 65 or above, helping with contracts and bills as well as service relocation.",
Community Engagement,2021-PCCW-ESG,"Special concessions for home phone, broadband and mobile services are available for eligible applicants from low-income families.",
Community Engagement,2021-PCCW-ESG,The Group has been supporting the Dragon Boat Festival Elderly Care Program for 19 years.,
Community Engagement,2021-PCCW-ESG,"In June 2021, 115 volunteers delivered rice dumplings and anti-pandemic supplies to elderly residents of Wong Tai Sin.",
Community Engagement,2021-PCCW-ESG,DrGo and Quality HealthCare jointly provided chronic disease caregivers from South Kwai Chung Social Service with 100 free remote counseling sessions on the DrGo platform.,
Community Engagement,2021-PCCW-ESG,"In September, close to 110 volunteers and their family shared in the joy of celebrating Mid-Autumn Festival with 360 elderly residents of Choi Hung Estate during a visit.",
Community Engagement,2021-PCCW-ESG,Now E partnered with HKJC Centre for Positive Ageing to offer Oscar-winning movie The Father to Hong Kong viewers in a bid to raise public awareness of Alzheimer's disease during World Alzheimer's Month.,
Community Engagement,2021-PCCW-ESG,"DrGo and csl have collaborated with Hong Kong Jockey Club Charities Trust, South Kwai Chung Social Service, and Precious Blood Hospital (Caritas) to organize the ""Elderly Care Anti-pandemic Program"" (愛在樂齡抗疫計劃) since July 2021.",
Community Engagement,2021-PCCW-ESG,"The scheme provides remote healthcare and anti-pandemic services for elderly patients, benefiting over 450 seniors in Kwai Tsing district.",
Community Engagement,2021-PCCW-ESG,"Our Corporate Volunteer Team fully supports the scheme by assisting in the operation of virtual health consultations, the collection of health surveys, and blood pressure checks for the elderly.",
Community Engagement,2021-PCCW-ESG,"In response to the Government's anti-pandemic measures, csl launched a one-stop service to help the elderly use the LeaveHomeSafe mobile app.",
Community Engagement,2021-PCCW-ESG,"We provided assistance by organizing smartphone workshops and setting up a 24-hour service hotline, as well as providing affordable smartphones and mobile service plans.",
Community Engagement,2021-PCCW-ESG,We have dedicated ambassadors at HKT and csl stores to help the elderly install the LeaveHomeSafe app and show them how to scan QR codes.,
Community Engagement,2021-PCCW-ESG,"In addition, our ambassadors also teach smartphone operations such as setting up personalized interfaces and installing new apps for everyday communication and entertainment.",
Community Engagement,2021-PCCW-ESG,The Group has supported the Child Development Fund mentorship program organized by Lok Sin Tong from 2020 to 2022.,
Community Engagement,2021-PCCW-ESG,"Staff volunteers become life coaches for upper primary students from two schools to widen their horizons, providing mentorship and companionship throughout the three-year program.",
Community Engagement,2021-PCCW-ESG,Our volunteers organized the STEM Experience Day in collaboration with Yaumati Kaifong Association School for ethnic minority students to learn basic coding and programming.,
Community Engagement,2021-PCCW-ESG,HKT provided complimentary one-year broadband service to designated students referred by Methodist Centre.,
Community Engagement,2021-PCCW-ESG,We also supported Caritas Hong Kong's Caritas Grassroots Connected Programme by providing one-year broadband service to 800 low-income families to help address the online learning difficulties faced by students living in subdivided flats.,
Community engagement,2021 - syngenta - ESG,Companies have a part to play in community life.,
Community engagement,2021 - syngenta - ESG,"Syngenta supports and partners with communities around the world with the aim to contribute to local needs, build mutual understanding and trust, and gain support for our business objectives.",
Community engagement,2021 - syngenta - ESG,We engage with communities worldwide in many ways.,
Community engagement,2021 - syngenta - ESG,"Common activities include contributing to livelihoods through employment and education, sharing our know-how and expertise in improving farming practices, supporting communities and schools in controlling diseasespreading insects, and managing waste.",
Community engagement,2021 - syngenta - ESG,We also support employees' own humanitarian fundraising through matching programs and donations.,
Community engagement,2021 - syngenta - ESG,Engaging with communities is integral to how we operate.,
Community engagement,2021 - syngenta - ESG,Our commitment is described in our Syngenta Group Code of Conduct and HSE Policy and Standards.,
Community engagement,2021 - syngenta - ESG,"As outlined in our HSE management system, sites are required to have a process in place to manage engagement with local communities.",
Community engagement,2021 - syngenta - ESG,"Our HSE Management System Guide on Community Engagement provides a consistent approach to proactive involvement with all our local communities – to align interests, increase mutual understanding, build relationships, and take joint action for mutual benefit.",
Community engagement,2021 - syngenta - ESG,"Our Charitable Contributions Policy outlines the minimum standards for philanthropic donations and non-commercial sponsorships, focus areas and governance.",
Community engagement,2021 - syngenta - ESG,Our Humanitarian Donation Policy guides our response to humanitarian crisis impacting the health of communities.,
Community engagement,2021 - syngenta - ESG,Both policies provide a framework to bring consistency and transparency to our corporate community investments.,
Community engagement,2021 - syngenta - ESG,"Corporate community investment comprises charitable contributions (philanthropic donations and non-commercial sponsorships) and humanitarian relief in the form of money, goods, know-how and/or employee time.",
Community engagement,2021 - syngenta - ESG,Included is also our monetary contribution to the Syngenta Foundation for Sustainable Agriculture.,
Community engagement,2021 - syngenta - ESG,"Community investment remained stable at USD 23 million, of which USD 18.2 million were invested via the Syngenta Foundation for Sustainable Agriculture (SFSA).",
Community engagement,2021 - syngenta - ESG,"The remaining was invested across all regions with Asia Pacific representing 49%, followed by North America at 37%, Latin America at 9% and East Africa and Middle East at 5%.",
Community engagement,2021 - syngenta - ESG,"In 2021, the bulk of our community investment was directed toward supporting communities to respond to the COVID-19 pandemic.",
Community engagement,2021 - syngenta - ESG,"Examples include providing personal protective equipment to hospitals and schools, donating sanitizers, helping with testing and vaccination efforts, supporting food banks, and donating seeds.",
Community engagement,2021 - syngenta - ESG,"For instance, Syngenta India transferred a state-of-the-art CT scan machine from Japan to a hospital in the Indian state of Madhya Pradesh.",
Community engagement,2021 - syngenta - ESG,"This enabled to set up a CT scan center at the hospital, supporting the speedy detection of COVID-19 in suspected cases.",
Community engagement,2021 - syngenta - ESG,Syngenta and SFSA have partnered over the years in numerous ways.,
Community engagement,2021 - syngenta - ESG,A recent addition to our collaboration was opening SFSA's Seeds for Impact program to volunteering.,
Community engagement,2021 - syngenta - ESG,"In 2021, Syngenta employees from around the world contributed pro bono to capacity-building at small African seed companies, benefiting at the same time from experience outside their usual work environment.",
Human Rights,2021-Qualcomm-CSR,Our Company has long been strongly committed to respecting human rights throughout our value chain.,
Human Rights,2021-Qualcomm-CSR,"This commitment is articulated in The Qualcomm Way: Our Code of Business Conduct, our Supplier Code of Conduct and our Human Rights Statement.",
Human Rights,2021-Qualcomm-CSR,"We believe human rights are fundamental rights, freedoms and standards of treatment to which all workers are entitled, including without limitation, women, temporary, migrant, student, contract and direct employees.",
Human Rights,2021-Qualcomm-CSR,"As part of our human rights due diligence efforts, we regularly conduct human rights impact assessments, both for our operations as a whole and at the market level.",
Human Rights,2021-Qualcomm-CSR,These assessments help us identify our salient human rights issues – those human rights at potential risk of negative impact through our Company activities and business relationships.,
Human Rights,2021-Qualcomm-CSR,"We also require all employees to complete training and certification on The Qualcomm Way: Our Code of Business Conduct, including the subsection on human rights.",
Human Rights,2021-Qualcomm-CSR,"Because we primarily rely on third parties to perform the manufacturing, assembly and most of the testing of our integrated circuits, we do not generally encounter issues with child labor, forced labor or human trafficking in our direct operations.",
Human Rights,2021-Qualcomm-CSR,Indirect salient human rights risks exist primarily in our supply chains and with local community members.,
Human Rights,2021-Qualcomm-CSR,"Although we may not have direct control over or causal relationships with these risks, we are committed to raising awareness of our expectations and working toward mitigating any potential link or contribution to these risks.",
Human Rights,2021-Qualcomm-CSR,"Because of our reliance on suppliers, our Company has placed emphasis on and taken specific steps to prevent human rights abuses in our supply chain through our engagement with the RBA.",
Human Rights,2021-Qualcomm-CSR,Qualcomm’s internal Human Rights Working Group focuses on strengthening our management of human rights risks.,
Human Rights,2021-Qualcomm-CSR,"This cross-functional team includes representatives from departments including Legal, Procurement, Corporate Responsibility, Government Affairs, Environment, Health and Safety, Security, Inclusion and Diversity, Supply Chain, Ethics and Compliance, Privacy and Cybersecurity.",
Human Rights,2021-Qualcomm-CSR,"The working group is responsible for implementing, improving and supporting our adherence to our human rights practices and for engaging external stakeholders on our human rights approach.",
Community Relations,2022-ValueVillage-ESG,We run a number of philanthropic programs designed to make a positive impact on our communities.,
Community Relations,2022-ValueVillage-ESG,"In 2021, we increased our commitment to corporate charitable giving by establishing a $1.5 million (USD) Donor Advised Fund in the United States and a $1.5 million (CAD) Donor Advised Account in Canada.",
Community Relations,2022-ValueVillage-ESG,"We have established a reconfigured Charitable Giving Committee that will establish our corporate giving philosophy, policies, and grant making from our Donor Advised Funds.",
Community Relations,2022-ValueVillage-ESG,Our stores are empowered to support local relief efforts and community nonprofits by donating certain items to community groups in need.,
Community Relations,2022-ValueVillage-ESG,"For example, our stores have worked with local charitable organizations to provide items or discounts to individuals impacted by natural disasters such as fires and floods, teachers for their classrooms, victims of house fires, and other community requests.",
Community Relations,2022-ValueVillage-ESG,"In partnership with Veterans Emergency Transition Service (VETS) Canada, our stores provide move-in kits to help homeless veterans settle into new homes.",
Community Relations,2022-ValueVillage-ESG,"Kits typically include kitchenware, bed and bath accessories, and other essential items.",
Community Relations,2022-ValueVillage-ESG,We also encourage team member involvement and volunteering to support local causes.,
Community Relations,2022-ValueVillage-ESG,"Outside of the pandemic, we typically engage in community involvement activities and organize large volunteering events to provide hands-on support where it’s needed.",
Community Relations,2022-ValueVillage-ESG,"We sponsor and engage our corporate workforce in local charitable walkathons, nonprofit lunch and dinner galas, and other community events.",
Community Relations,2022-ValueVillage-ESG,"During our annual Retail Leadership Conference, our team members donate time to volunteer at local nonprofit organizations.",
Community Relations,2022-ValueVillage-ESG,"In early 2020, approximately 400 of our team members donated about 800 hours to a local nonprofit in Las Vegas that brings art to hospitals to brighten the experience for patients and their families.",
Community Relations,2022-ValueVillage-ESG,"In previous years, we helped paint, clean up, and plant trees at a school in New Orleans and sent volunteers to a few different community sites in Orlando to perform community service.",
Community Relations,2022-WYNDHAM-ESG,"Wyndham Hotels & Resorts' core values highlight the Company's commitment to support ethical business practices and good corporate citizenship, including commitments to help combat slavery and human trafficking.",
Community Relations,2022-WYNDHAM-ESG,Wyndham aims to operate the business in a manner consistent with the principles contained in the United Nations Universal Declaration of Human Rights and Global Compact.,
Community Relations,2022-WYNDHAM-ESG,"The Company also continues to help develop resources to educate team members and stakeholders across relevant areas of the business, and Wyndham's new hire orientation reflects this commitment to Social Responsibility by focusing on protecting human rights.",
Community Relations,2022-WYNDHAM-ESG,"As part of the commitment, in 2020, Wyndham enhanced policies and mandated training for all team members and independently owned and operated franchisees, to help identify and report trafficking activities.",
Community Relations,2022-WYNDHAM-ESG,These efforts continue to be monitored and enhanced in 2021 and beyond.,
Community Relations,2022-WYNDHAM-ESG,The Company also continues to work alongside other leaders in the hotel industry to support efforts to try to end human trafficking.,
Community Relations,2022-WYNDHAM-ESG,Wyndham has rolled out programs intended to help protect human rights in areas where the Company's business is conducted.,
Community Relations,2022-WYNDHAM-ESG,Clear accountability mechanisms are in place to monitor and report on compliance with Wyndham's Business Principles and Human Rights Policy.,
Community Relations,2022-WYNDHAM-ESG,"In addition, parties contracting with the Company, such as franchisees and vendors, are also required to operate in a manner that is in compliance with applicable laws and brand standards.",
Community Relations,2022-WYNDHAM-ESG,"Our leadership team is responsible for the development of programs and resources to enhance the protection of human rights, which includes but is not limited to the continual improvement of risk monitoring and assessment procedures.",
Community Relations,2022-WYNDHAM-ESG,We also seek to incorporate feedback from stakeholders as we advance our engagement activities to respect and protect human rights within our sphere of influence.,
Community Relations,2022-WYNDHAM-ESG,"Since 2018, Wyndham has worked with the American Hotel & Lodging Association (AHLA) to support the 5-Star Promise – a pledge to provide tools and resources to enhance safety and security for hotel employees across the U.S.",
Community Relations,2022-WYNDHAM-ESG,"Through the initiative, the Company strengthened policies and provided new trainings and resources — including employee safety devices (ESDs) — to enhance hotel safety, including prevention and response to sexual harassment and assault.",
Community Relations,2022-WYNDHAM-ESG,"Wyndham is proud to unite with the hotel industry in support of the 5-Star Promise, showing a shared commitment to the incredible people who help make guests’ travels memorable.",
Community Relations,2022-WYNDHAM-ESG,Wyndham Hotels & Resorts is dedicated to team members’ safety and security.,
Community Relations,2022-WYNDHAM-ESG,"Wyndham is on track with our commitment to the 5-Star Promise, having deployed employee safety devices to all managed and owned hotels and rolled out AHLA 5-Star Promise training to our managed and corporate team members, as well as making the training available to our franchisees.",
Community Relations,2022-WYNDHAM-ESG,"Wyndham recorded over 55,000 training impressions viewed by corporate and managed team members and independently owned and operated franchisees in 2021 (a 61% increase YOY) including classes titled:",
Community Relations,2022-WYNDHAM-ESG,Hotels are one of many venues that traffickers use to exploit their victims.,
Community Relations,2022-WYNDHAM-ESG,"Wyndham Hotels & Resorts partners with many organizations, like the American Hotel & Lodging Association and the Sustainable Hospitality Alliance, to help raise awareness of human rights concerns within the hospitality industry.",
Community Relations,2022-WYNDHAM-ESG,"The Company provides access to online training programs, available through relationships with BEST (Businesses Ending Slavery and Trafficking), ECPAT-USA, and Polaris to expand education about human trafficking, awareness, and reporting.",
Community Relations,2022-WYNDHAM-ESG,"As part of Wyndham's ongoing Business Continuity Plan Emergency Preparedness Guide and Training, the Company also includes checklists, escalation protocols, and information to assist property management and staff in identifying the key warning signs of human trafficking and provides guidance on how to report cases",
Community Relations,2022-WYNDHAM-ESG,"The Company’s team members at owned and managed properties, as well as its corporate team members, are required to complete annual training related to slavery and human trafficking.",
Community Relations,2022-WYNDHAM-ESG,"In addition, franchisees are required, as part of their compliance with brand standards, to have their general managers complete assigned training related to human trafficking awareness and certify that all hotel staff have received training on the same topics; general managers must complete both parts of the requirement a minimum of every two years.",
Community Relations,2022-WYNDHAM-ESG,"As permitted by law, the Company encourages team members and franchisees to report certain matters confidentially or anonymously through a third party hotline.",
Community Relations,2022-WYNDHAM-ESG,"In addition, for North America operations Wyndham provides materials that include a third-party hotline, operated by Polaris, whereby staff at hotels can consult with experts who will help them identify suspected signs of slavery and human trafficking and report such matters to the authorities.",
Community Relations,2022-WYNDHAM-ESG,"Moreover, globally, Wyndham distributes information at owned and managed properties (and encourages the use of these materials by our franchised hotels), which assists team members in identifying potential signs of slavery and human trafficking and provides a process for escalation of concerns within the organization.",
Community Relations,2022-WYNDHAM-ESG,"As a hospitality company, serving the community is in Wyndham Hotels & Resorts’ DNA.",
Community Relations,2022-WYNDHAM-ESG,"Wyndham’s team members and franchisees around the world actively engage in their communities, generously giving in ways that enhance the lives of others.",
Community Relations,2022-WYNDHAM-ESG,"At Wyndham, charitable giving is focused in areas that support youth and education, military, community, human rights, and environmental initiatives to support the missions, visions, and values of Wyndham’s social responsibility partners such as Carry The Load, Dress for Success, The Trevor Project, and UNCF, to name a few.",
Community Relations,2022-WYNDHAM-ESG,"Furthermore, in alliance with 14 Wyndham Rewards signature charities — including Fisher House, Save the Children, Christel House, Operation Homefront, and the National Parks Conservation Association — Wyndham Rewards members can donate points to make a positive impact on those causes personal to them.",
Community Relations,2022-WYNDHAM-ESG,"Since the program’s inception, Wyndham Rewards and its members have donated more than 122 million points to various non-profit organizations focused on family, military, and the environment to redeem for travel and other related goods and services.",
Community Relations,2022-WYNDHAM-ESG,"In 2021, Wyndham contributed over $625,000 in cash donations, as well as in-kind donations of over 4,000,000 Wyndham Rewards points, while Corporate team members volunteered over 1,000 hours to organizations near and dear to each of them, through the Company’s signature Wish Days.",
Community Relations,2022-WYNDHAM-ESG,"Wyndham’s philanthropic efforts showcase the dedication of team members, leaders, and business partners who have pledged to make lasting, important contributions to the communities in which they live and work.",
Community Relations,2022-WYNDHAM-ESG,"Wyndham Rewards is the proud title sponsor of the Wyndham Championship, the final stop on the PGA TOUR FedEx Cup regular season.",
Community Relations,2022-WYNDHAM-ESG,"Played annually on the Donald Ross-designed course at Sedgefield County Club in Greensboro, N.C., the Wyndham Championship was founded in 1938, and has been creating a significant charitable impact throughout the Piedmont Triad.",
Community Relations,2022-WYNDHAM-ESG,"The Wyndham Championship is presented by the Piedmont Triad Charitable Foundation, a registered 501(c)(3) non-profit organization.",
Community Relations,2022-WYNDHAM-ESG,"Creating a positive impact in the community has always been a central focus of the Wyndham Championship, and the Wyndham Championship Fore! Good program highlights all the ways the Tournament gives back.",
Community Relations,2022-WYNDHAM-ESG,"Whether inspiring the next generation through education, supporting community development, or helping preserve our natural resources, the Wyndham Championship’s local impact is “Fore! Good.",
Community Relations,2022-WYNDHAM-ESG,"In 2021, the Championship supported approximately 50 local, regional, and national charities, including:",
Community Relations,2022-WYNDHAM-ESG,"Backpacks Program, which since 2014 has provided more than 590,000 nutritious meals for children when school is not in session",
Community Relations,2022-WYNDHAM-ESG,"The First Tee of the Triad, which runs after-school programs throughout the school year and various summer programs for 1,500 students at 18 Piedmont Triad locations",
Community Relations,2022-WYNDHAM-ESG,"Carolina Core, an award-winning economic development organization that fosters opportunities for growth, entrepreneurship and innovation across the region.",
Community Relations,2022-WYNDHAM-ESG,"In partnership with McConnell Golf, the Wyndham Championship through the Piedmont Triad Charitable Trust is invested in exploring and adopting sustainable practices to improve the environment by using fewer chemicals, less water, and less intensive maintenance while promoting recycling and green cleaning with the use of stabilized aqueous ozone.",
Community,DOW,Investing in our people and places where we live and work,
Community,DOW,We are commited to playing an active role in helping shape the communities where we live and work.,
Community,DOW,"Through charitable investments, employee volunteerism, and global and local partnerships, we seek to create meaningful impact in areas that connect science, people and community.",
Community,DOW,"Our actions are aimed at strengthening Dow communities, where all people have the ability to thrive and be their best.",
Community,DOW,We know this is good for business and society.,
Community,DOW,We are committed to playing an active role in helping shape the communities where we live and work.,
Caring for our communities,2021-McKesson-ESG,"For more than 185 years, McKesson has been a leader in the delivery of medicines and healthcare products to pharmacies, hospitals and other sites of care — including timely and safe delivery of vital pharmaceuticals and medical supplies during catastrophic events.",
Caring for our communities,2021-McKesson-ESG,McKesson’s business continuity program helps ensure that we are prepared to absorb the impact of a business interruption and continue operations with as little disruption as possible.,
Caring for our communities,2021-McKesson-ESG,"Our crisis management program, which we activate in emergency situations, is comprised of company-wide experts who tackle issues that may arise during a disaster.",
Caring for our communities,2021-McKesson-ESG,"In a disaster, these experts focus on removing obstacles, and ensuring coordination and efficiency.",
Caring for our communities,2021-McKesson-ESG,"McKesson has a robust business continuity program designed to help the company continue to serve employees, communities, customers and their patients.",
Caring for our communities,2021-McKesson-ESG,"McKesson takes an “all risk” (loss of people, technology, facility or supplier) approach to resilience, and prepares for both macro-level risks, such as a massive natural disaster or pandemic, and micro-level risks, such as localized severe weather.",
Caring for our communities,2021-McKesson-ESG,"The Global Security Operations Center (GSOC) supports McKesson’s response to a major incident or crisis by collecting, analyzing and delivering data on global risks that may impact McKesson employees, facilities, operations or reputation.",
Caring for our communities,2021-McKesson-ESG,"The GSOC assists the McKesson business continuity and crisis management teams during emergencies by filtering and fusing intelligence, providing situational awareness with persistent monitoring of facilities and events, reporting of geopolitical, weather and man-made events.",
Caring for our communities,2021-McKesson-ESG,"In addition, the GSOC can disseminate mass emergency notifications which can facilitate communications between the crisis management teams, operations and employees.",
Caring for our communities,2021-McKesson-ESG,"The GSOC also supports Global Security and Safety’s (GSS) mission to protect the employees, property, products, and reputation of McKesson Corporation — 24/7, 365 days a year — through three primary programs: Electronic Security Systems Monitoring, Global Risk Awareness, and Supply Chain programs.",
Caring for our communities,2021-McKesson-ESG,"These programs comprise the framework of the GSOC, which collects, analyzes, and delivers data to help mitigate global risks.",
Caring for our communities,2021-McKesson-ESG,"The GSOC collects intelligence related to wildfires, hurricanes, monsoons; pandemics; localized events (e.g., demonstrations and riots); geopolitical events; maritime lane disruptions (e.g., the Suez Canal disruption in March 2021), shipping ports, terrorism events, air cargo incidents, and monitoring of suppliers and manufacturers.",
Caring for our communities,2021-McKesson-ESG,"During FY21, the GSOC disseminated 5,827 asset alerts, 46 event situational reports (SITREPs), and published 251 COVID-19 SITREPs in support of the executive leadership team, Corporate Crisis Management Team, and Business Unit operational leadership.",
Caring for our communities,2021-McKesson-ESG,"When there is advance warning of a disaster, McKesson takes immediate preparatory measures, such as ordering extra fuel for generators and planning alternate delivery routes in case of highway and road closures.",
Caring for our communities,2021-McKesson-ESG,"We may move inventory from one location to another or deploy additional personnel to assist with post-crisis activities, including additional customer orders.",
Caring for our communities,2021-McKesson-ESG,"Based on our experience supporting natural disaster preparedness and recovery efforts, we position extra inventory of medications and supplies that are frequently needed following an event.",
Caring for our communities,2021-McKesson-ESG,"Examples include insulin for diabetics, dialysis supplies, vaccines for first-responders, antibiotics for viral outbreaks and anti-venom for snakebites as snakes are prevalent following flood conditions.",
Caring for our communities,2021-McKesson-ESG,The safety and security of our employees is paramount.,
Caring for our communities,2021-McKesson-ESG,"When disaster strikes, we activate established policies and procedures to help ensure our employees’ safety in the case of an emergency.",
Caring for our communities,2021-McKesson-ESG,"For example, we can use mass notification systems to establish communication with employees who may be affected by a disaster and work to share important information that can help protect them and their families during the emergency or crisis.",
Caring for our communities,2021-McKesson-ESG,"In addition to alerting employees and supporting them during a disaster, we also provide assistance for employees to help manage the disaster’s impact.",
Caring for our communities,2021-McKesson-ESG,"The McKesson Taking Care of Our Own Fund, administered by the Emergency Assistance Foundation, provides cash grants for employees experiencing personal hardship or the effects of a qualified disaster. In FY21, the Fund distributed 628 hardship grants totaling more than $1.3 million, including 34 grants to cover expenses related to natural disasters.",
Caring for our communities,2021-McKesson-ESG,"Additionally, when a major disaster necessitates evacuation, employees can request immediate response grants, called Get You to Safety grants, to cover the expenses incurred due to a mandatory evacuation.",
Caring for our communities,2021-McKesson-ESG,"Catastrophic events such as hurricanes, wildfires and blizzards can quickly overwhelm recovery efforts by shutting down access to, and within, entire towns.",
Caring for our communities,2021-McKesson-ESG,Extreme weather disrupts livelihoods and prevents people from receiving critical goods and services — including medical supplies and pharmaceuticals.,
Caring for our communities,2021-McKesson-ESG,Working to maintain a seamless supply chain process and continued delivery of essential supplies is a top priority at McKesson.,
Caring for our communities,2021-McKesson-ESG,"Our team has decades of experience in planning ahead to maintain an uninterrupted supply chain once a disaster hits, and we are also prepared to quickly shift operations in real time to help ensure the hardest hit communities continue to be supported.",
Caring for our communities,2021-McKesson-ESG,We can use mass notification systems to establish communication with employees who may be affected by a disaster and work to share important information that can help protect them and their families during an emergency or crisis.,
Caring for our communities,2021-McKesson-ESG,"Operational shifts in response to extreme weather include, but aren’t limited to, redirecting transit routes, moving staff and personnel to different areas, working with government agencies, and partnering with other organizations to help ensure continuity of patient care.",
Caring for our communities,2021-McKesson-ESG,And given that the U.S. has seen a 50% increase in natural disasters since the early 1980s — largely due to human-caused climate change — collaborative and innovative strategic maneuvers like these are becoming more important with each passing year.,
Caring for our communities,2021-McKesson-ESG,Learn about how McKesson supports the global response to the COVID-19 pandemic here.,
Caring for our communities,2021-McKesson-ESG,"As an impact-driven organization, it is our responsibility to address critical needs in communities where we live and work — including in times of disaster.",
Caring for our communities,2021-McKesson-ESG,"For example, McKesson community investments are focusing on efforts related to emergency preparedness and disaster response to help support U.S. and Canadian communities when disaster strikes.",
Caring for our communities,2021-McKesson-ESG,"In February 2021, Winter Storm Uri brought snow and extreme cold to many parts of Texas and resulted in power outages for millions of residents.",
Caring for our communities,2021-McKesson-ESG,"The McKesson Foundation contributed $100,000 to American Red Cross chapters in North Texas and the Texas Gulf Coast.",
Caring for our communities,2021-McKesson-ESG,"The grants supported the collection and distribution of critical items such as food, water, cots and blankets to emergency management partners and residents staying in shelters and warming centers.",
Community Relations,2022-Recursion-ESG,"We take seriously our role in giving back and supporting our local communities where we live and work, because we believe a strong community foundation helps us build for the long-term.",
